usdot_number,prefix,docket_number,legal_name,dba_name,city,state
1147701,MC,743868,VELEZ BROTHERS TOWING & TRANSPORT LLC,,BLOOMFIELD,NJ
3050521,MC,49595,VELEZ LEIVA LLC,V L LLC,NORTH BERGEN,NJ
1482359,MC,1544477,VELEZ TRUCKING & LOGISTICS LLC,,NEWARK,NJ
3515517,MC,1165066,VELEZ TRUCKING LLC,,ELIZABETH,NJ
1781741,MC,169040,VELIJA TRUCKING LLC,,HAZLET,NJ
3326122,MC,1059164,VELIZ C TRUCKING LLC,,NORTH PLAINFIELD,NJ
,FF,34382,VELIZ C TRUCKING LLC,,N PLAINFIELD,NJ
1239188,MC,653453,VELIZ TRUCKING INC,,NEW BRUNSWICK,NJ
3143600,MC,100857,VELOCITY MOVING AND STORAGE INC,,CRESSKILL,NJ
1490804,MC,683095,VELOCITY TRUCKING LLC,,NORTH BERGEN,NJ
,MC,1210086,VELOSA EXPRESS CORP,,TRENTON,NJ
4129788,MC,1581172,VELOSHIFT TRANSPORTS LLC,,NORTH BERGEN,NJ
,FF,6814,"VELOX INTERNATIONAL SHIPPING, INC.",,EAST HANOVER,NJ
3146786,MC,102563,VELOX TRANSPORT LLC,,NEWARK,NJ
3805553,MC,1371389,VELOX8169 TRANSPORT LLC,,GARFIELD,NJ
3909853OOS,MC,1442926,VELOXITY ENTERPRISE LLC,,CARTERET,NJ
4158189,MC,1597533,VELOZ TEAM LLC,,EDISON,NJ
3953508,MC,1472135,VELRAN TRANSPORT LLC,,PITTSTOWN,NJ
1095768,MC,457895,VELSPAR ENTERPRISES CORP.,,PENN SAUKEN,NJ
2081593,MC,801336,VELVAR TRUCKING LLC,,LINDEN,NJ
1930157,MC,689662,VELVET SPARC INC,,BLOOMFIELD,NJ
2428172,MC,836840,VEMMA ISLAND LLC,,ROSELLE,NJ
3904549OOS,MC,1439463,VENABLE & AVERY CARGO-FREIGHT LLC,,PLAINFIELD,NJ
3135645,MC,95833,VENABLE TRANSPORT LLC,,ABSECON,NJ
3150434,MC,104538,VENABLE TRANSPORT ZLZLCC,VENABLE TRANSPORT LLC,ABSECON,NJ
3571452OOS,MC,1203184,VENCO TRANSPORTATION LOGISTICS LLC,,MEDFORD,NJ
1982741,MC,845658,VENCORP TRANSPORT LLC,,BELLEVILLE,NJ
2130074,MC,1036257,VENDING TRUCKS INC,,EAST BRUNSWICK,NJ
3514212OOS,MC,1164201,VENECARS LLC,,SOUTH RIVER,NJ
4226200,MC,1634302,VENEER SALES LLC,,MARLBORO,NJ
3007878,MC,27503,VENENO LLC,,PASSAIC,NJ
,MC,254278,"VENEZIA ENTERPRISES, INC.",,JACKSON,NJ
4048762,MC,1536017,VENKY PERFECT PASSAGE LLC,,BUDD LAKE,NJ
347186,MC,247968,"VENNELL'S TOWING SERVICE, INC.",,VOORHEES,NJ
1323244,MC,511803,VENNIE TRANSPORT INC,,PISCATAWAY,NJ
1330171,MC,514052,VENTURA AIR FREIGHT CORP,,NORTH ARLINGTON,NJ
2288875OOS,MC,781709,VENTURA CARRIERS LLC,,NORTH BERGEN,NJ
3347093,MC,1069387,VENTURA DELIVERY LLC,,WEST NEW YORK,NJ
3807508OOS,MC,1372779,VENTURA EXPRESS LLC,,PROSPECT PARK,NJ
3495768,MC,1152046,VENTURA FREIGHT LLC,,NEWARK,NJ
3086665,MC,69614,VENTURA LOGISTICS LLC,,NORTH BERGEN,NJ
2492437,MC,863292,VENTURA TRANSPORTATION LLC,,PATERSON,NJ
4172578,MC,1605184,VENTURA TRANSPORTS LLC,,NEWARK,NJ
1314380,MC,508972,VENTURA TRUCKING LIMITED LIABILITY COMPANY,,RIVERSIDE,NJ
3883431,MC,1425478,VENTURA XPRESS TRUCKING LLC,,WEST NEW YORK,NJ
2020691,MC,836621,VENTURAS TRANSPORTATION CORP,VENTURAS MOVING,RAHWAY,NJ
3632655,MC,1245328,VENTURE CAR SERVICE LLC,,EAST ORANGE,NJ
3632655,MC,1245784,VENTURE CAR SERVICE LLC,,EAST ORANGE,NJ
2225095,MC,360216,VENTURE INTERNATIONAL INC.,,RANDOLPH,NJ
2845079,MC,957556,VENTURE SALES AND SERVICES LLC,,STRATFORD,NJ
1832674,MC,664535,VENTURE TRANSPORT LLC,,KEARNY,NJ
3572720,FF,45996,VENTURE TRANSPORTATION LLC,,JERSEY CITY,NJ
3572720,MC,1204032,VENTURE TRANSPORTATION LLC,,JERSEY CITY,NJ
3489855,MC,1148208,VENTURE VAN LINES LLC,,MERCHANTVILLE,NJ
2193956OOS,MC,761435,VENTUREONE LOGISTICS GROUP LLC,,PLAINFIELD,NJ
3486011,MC,1145746,VENTURES TRUCKING,,N BRUNSWICK,NJ
3942941,MC,1464950,VENUS CH TRANSPORT LLC,,SCOTCH PLAINS,NJ
3072481OOS,MC,61950,VENUS EXPRESS LLC,,08872 SAYREVILLE,NJ
4003234,MC,1505187,VENUS EXPRESS SERVICES INC,,ELIZABETH,NJ
2914480,MC,982429,VENUS LOGISTICS,,METUCHEN,NJ
3690539OOS,MC,1287337,VENUS TRANSPORTATION CORP,,NEWARK,NJ
1909550,MC,809447,VENUS TRUCKING LLC,,ELIZABETH,NJ
609181,MC,295758,"VEOLIA ES TECHNICAL SOLUTIONS, LLC",,FLANDERS,NJ
2592937OOS,MC,909722,VEP EXPRESS LLC,,WESTFIELD,NJ
3020026,FF,20600,VERA INVESTMENT GROUP LLC,VIG LOGISTIC SOLUTIONS|VERA INVESTMENT GROUP LLC,RIVER VALE,NJ
3686097,MC,1284062,VERACRUZ TRUCKING LLC,,NEW BRUNSWICK,NJ
3899276,MC,1435968,VERAS LOGISTICS LLC,,UNION CITY,NJ
4196918,MC,1618350,VERAS TRANSPORT SOLUTIONS,,TOTOWA,NJ
4196918,FF,63290,VERAS TRANSPORT SOLUTIONS,,TOTOWA,NJ
4196946,MC,1618367,VERAS TRANSPORT SOLUTIONS,,TOTOWA,NJ
4196946,FF,63292,VERAS TRANSPORT SOLUTIONS,,TOTOWA,NJ
3777130,MC,1350745,VERCETTI TRANSPORTATION LLC,,NEW BRUNSWICK,NJ
4097469,MC,1562341,VERDE LOGISTICS INC,,BOONTON,NJ
1749250OOS,MC,640365,VERDINO TRUCKING LLC,,BELLEVILLE,NJ
2954430,MC,1049,VERDOSO TRANSPORTATION LLC,,ELIZABETH,NJ
3068153,MC,59372,VERELLA LLC,,FLANDERS,NJ
162006,MC,68280,VERGONA AND SONS INC.,,EDGEWATER,NJ
3896742,MC,1434295,VERIGUET TRUCK COMPANY LLC,,PASSAIC,NJ
2307952,MC,825863,VERIGUETE TRANSPORT INC,,WEST NEW YORK,NJ
3743479,MC,1326069,VERMA CARRIERS LLC,,BURLINGTON,NJ
3404934,MC,1096669,VERMA LOGISTICS LLC,,PARLIN,NJ
3679091,MC,1278847,VERMA TRANSPORT LLC,,ISELIN,NJ
896355,MC,575229,VERNAY MOVING INC,,NETCONG,NJ
,MC,705175,VERNETTA RODRIGUEZ,KMU TRANSPORT,VINELAND,NJ
732229,MC,716581,VERNON C APPEL JR,APPEL TRUCKING CO,BLOOMINGDALE,NJ
2218522,MC,160210,VERNON M. DUNHAM,DUNHAM'S TRAVEL CLUB,MILLVILLE,NJ
1502188,MC,572085,VERNON PRIOLEAU,,WILLINGBORO,NJ
2827218,MC,944032,VERNON STATEN & SHADYA STATEN,NO LIE TRUCKING & TRANSPORTATION,JERSEY CITY,NJ
336048,MC,215060,"VERNON TRANSPORT, INC.",,EDISON,NJ
2867187,MC,960712,VERNON TRANSPORTATION ENTERPRISE LLC,,BLOOMFIELD,NJ
1271199,MC,496584,VERNONVALE HOLDINGS LLC,CRT EXPRESS,HOLMDEL,NJ
1996438,MC,839222,VERO TRANSPORT LLC,,CLIFTON,NJ
2948598OOS,MC,998251,VEROLA WORLDWIDE LOGISTICS,,NEWARK,NJ
,FF,17389,VEROLA WORLDWIDE LOGISTICS,,NEWARK,NJ
3636689,MC,1248083,VERONICA LINE INC,,COLONIA,NJ
3528344,MC,1173718,VERONICA TRANSPORTATION LLC,,RUTHERFORD,NJ
4134248,MC,1583729,VERRACO TRUCKING LLC,,BAYONNE,NJ
2566059,MC,967987,VERRAZANO CARRIER LLC,,LUMBERTON,NJ
2901861,MC,981429,VERSASTYLE TRUCKING INC,,ELIZABETH,NJ
3030876,MC,39319,VERSATILE LOGISTICS LLC,,SOMERSET,NJ
4107286,MC,1568075,VERSATILE SHIPPING LLC,,WAYNE,NJ
1659002,MC,610238,VERTEX ENTERPRISES LLC,,MARLBORO,NJ
2245273,MC,691498,VERTEX ENTERPRISES LLC,,MARBORO,NJ
3549228,MC,1188015,VERTICAL EXPRESS LLC,,OLD BRIDGE,NJ
2281297,MC,780707,VERTICAL TRUCKING LLC,,GARFIELD,NJ
3066888OOS,MC,58600,VERTIGO INC,,PARSIPPANY,NJ
3043399,MC,45896,VERUM LOGISTICS LLC,VERUM LOGISTICS,LIVINGSTON,NJ
2116471,MC,737699,"VERVOER ENTERPRISES, LLC",,HILLSBOROUGH,NJ
3044556,MC,46482,VERY BEST TRANSPORT LLC,,NEWARK,NJ
2132741OOS,MC,742782,VERY FINE TRANSPORTATION LLC,,NEWARK,NJ
3936854OOS,MC,1460847,VERY IMPORTANT CARGO AND LOGISTICS LLC,,SICKLERVILLE,NJ
4067840,MC,1544758,VERYSMART TRUCKING INC,,EDISON,NJ
216135,MC,160001,"VESEY DELIVERY SERVICE, INC.",,HILLSIDE,NJ
1813750,MC,684574,VESONE TRANSPORTATION INC,,OLD BRIDGE,NJ
2221256,MC,179667,"VESPA ENTERPRISES, INC.",,MATAWAN,NJ
2221256,MC,241099,"VESPA ENTERPRISES, INC.",,MATAWAN,NJ
,MC,159753,VESPA TRUCKING CO. INC.,,FREEHOLD,NJ
344828,MC,216540,"VESPUCCI TRUCKING, INC.",,VILLAS,NJ
3601584OOS,MC,1223554,VESSEL TRANSPORTATION GROUP LLC,VESSEL TRANSPORTATION GROUP|VESSEL TRANSPORTS,BRIDGETON,NJ
1573875,MC,582904,VESTA TRANSPORTATION LLC,,LIVINGSTON,NJ
,MC,189446,VET'S RAPID DELIVERY INC.,,MEDFORD,NJ
3312949,MC,1052712,VETA TRUCKING 1 CORPORATION,,ORANGE,NJ
4088257,MC,1556820,VETA TRUCKING LLC,,UNION,NJ
3746540,MC,1328277,VETERAN AND SONS MOVING COMPANY LLC,,SAYREVILLE,NJ
4033526,MC,1524497,VETERAN EXPRESS FREIGHT LLC,,BELLEVILLE,NJ
3730203OOS,MC,1316465,VETERAN LOGISTICS LLC,,HOBOKEN,NJ
3126951,MC,91017,VETERAN TRANSPORT LLC,,PASSAIC,NJ
4188649,MC,1613866,VETERAN TRANSPORTATION SYSTEMS,,FORT DIX,NJ
3628169,MC,1241965,VETERAN TRUCKING,,ROSELLE,NJ
3419701,MC,1105100,VETERANS EXPRESS LLC,,SOMERS POINT,NJ
3572421,MC,1207951,VETERANS TRUCKING & LOGISTICS LLC,,MARLBORO,NJ
204048,MC,155266,VETERI TRANSPORT CORP.,,TOTOWA,NJ
2548788OOS,MC,887612,VETOV TRANSPORT INC,,OAKLAND,NJ
3883144,MC,1425629,VETTURINO TRANSPORT LLC,,CLIFTON,NJ
4148646,MC,1592125,VF BULK SERVICES LLC,,TRENTON,NJ
4168197,MC,1602715,VF4 LOGISTICS CORP,,EAST ORANGE,NJ
2269469,MC,105023,VG AND SONS TRUCKING LLC,,SOMERVILLE,NJ
3151761OOS,MC,105285,VG MOBILITY LLC,,HIGHSTOWN,NJ
4229226,MC,1635935,VGM LOGISTICS CORP,,NEWARK,NJ
4151973,MC,1594066,VGO LOGISTICS LLC,,CARTERET,NJ
3852989,MC,1405024,VH TRANSPORTATION GROUP INC,,WAYNE,NJ
4175996,MC,1607042,VH TRUCKING LLC,,BERGENFIELD,NJ
3865517,MC,1413541,VHP DELIVERY LLC,,CRANFORD,NJ
1938377OOS,MC,695355,VHS LOGISTICS LLC,,PINE BROOK,NJ
3373716,MC,1084940,VI TOWING 1 LLC,,PAULSBORO,NJ
2796975,MC,933797,VI TRANSPORT LLC,,SHAMONG,NJ
3602145,MC,1223942,VI WINGS TRANSPORT LLC,,PATERSON,NJ
1147498,MC,463688,"VIA TRANSPORTATION, INC.",,FAIRLAWN,NJ
576398,MC,280171,"VIA TRUCK, INC.",,PENNSAUKEN,NJ
4095637,MC,1561252,VIACH TARANC CORP,,JERSEY CITY,NJ
4163069,MC,1600082,VIAGGIO SICURO LLC,,WILLINGBORO,NJ
1369018,MC,523566,VIAJAG TRUCKING LLC,,NORTH BRUNSWICK,NJ
3578926OOS,MC,1208202,VIAL EXPRESS LLC,,PATERSON,NJ
1250740,MC,490865,VIAMA TRUCKING LLC,,BELLEVILLE,NJ
4138272,MC,1586118,VIAMAC LLC,,MONROE TWP,NJ
1372846OOS,MC,585515,VIANA & JR TRUCKING LLC,,PATERSON,NJ
3099885,MC,76884,VIANKA TRUCKING SERVICES CORP,,BOGOTA,NJ
3971251,MC,1484010,VIANNY LOGISTICS LLC,,GUTTENBERG,NJ
3717539,MC,1307193,VIATURF INC,QUALITY MAINTENANCE AND LANDSCAPE,COLONIA,NJ
3848737,MC,1402155,VIBA TRUCKING LLC,,N MIDDLETOWN,NJ
4057231,MC,1539816,VIBE,,PATERSON,NJ
3317127,MC,1054782,VIBE TRANSPORT LLC,,BLACKWOOD,NJ
3352939OOS,MC,1072261,VIBRANT ENTERPRISE,,N BRUNSWICK,NJ
675535,MC,348256,"VIC & SON TRANSPORT, INC.",,CRANBURY,NJ
583810,MC,289785,"VIC BARICK PAPER CO., INC.",,JERSEY CITY,NJ
2324725,MC,827377,VIC CARGO SOLUTIONS LLC,,CARTERET,NJ
3773587OOS,MC,1348114,VIC LOGISTICS LLC,,EDISON,NJ
3869071,MC,1415924,VIC TRANSPORT LLC,,ROSELLE PARK,NJ
3220300,MC,1007681,VIC TRUCKING LLC,,HILLSIDE,NJ
1739632,MC,637155,VIC'S AUTO TRANSPORT & TOWING LLC,,SUSSEX,NJ
4139076,MC,1586604,VIC'S TRUCKING INC,,SAYREVILLE,NJ
891944,MC,541665,VICART TRUCKING LLC,,UNION BEACH,NJ
4202595,MC,1621590,VICE LOGISTICS LLC,,LINDEN,NJ
545369,MC,269647,VICENTE ALVAREZ,GUAMOTE EXPRESS,JERSEY CITY,NJ
3166059,MC,114615,VICENTE TRUCKING LLC,,JERSEY CITY,NJ
3816641,MC,1379518,VICKY LOGISTICS LLC,,DOVER,NJ
3944405OOS,MC,1465922,VICKY TRUCKING LLC,,ELIZABETHPORT,NJ
3253170,MC,1024240,VICKYSAB LLC,,RAHWAY,NJ
2143977OOS,MC,757796,VICMAR TRANSPORTATION LLC,,CLIFTON,NJ
3241370,MC,1018156,VICMARG TRUCK DELIVERY CORP,,NORTH BERGEN,NJ
1190026,MC,528964,VICO TRANSPORT INC.,,ORANGE,NJ
3301761,MC,1060597,VICSON TRANSPORT LLC,,LAKEWOOD,NJ
,MC,1137809,VICTOR A GORDON,JUNGANCE CONSTRUCTION,PLAINFIELD,NJ
,MC,482419,VICTOR A. MOSCOSO,LESLY TRUCKING DELIVERY SERVICES,NEWARK,NJ
4132535,FF,61651,VICTOR AND SONS LANDSCAPING LLC,,KEYPORT,NJ
1720214,MC,641235,VICTOR ASTETE,VICTOR ASTETE TRUCKING,CLIFTON,NJ
,MC,159315,VICTOR BITTER JR.,VICK'S EXPRESS,BARNEGAT,NJ
2103407,MC,735244,VICTOR BURGOS,,CAMDEN,NJ
2378452OOS,MC,816639,VICTOR CORSELLO,VCOR,TURNERSVILLE,NJ
3114475,MC,84484,VICTOR CORSELLO & LISA BUON PASTORE,AMBER PROPERTY PRESERVATION,LINDENWOLD,NJ
,MC,468930,VICTOR E. SAQUISILI,J & P TRUCKING,NEWARK,NJ
142247,MC,118057,VICTOR ELTING,E. TRUCKING,TEANECK,NJ
3860115,MC,1409860,VICTOR EXPRESS LLC,,CLIFTON,NJ
3512286,MC,1429303,VICTOR HOLDINGS INC,WHITMAN,SOMERSET,NJ
675535,MC,315306,VICTOR L. KAY,VIC & SON TRANSPORT,NORWOOD,NJ
,MC,908908,VICTOR LOGISTICS INC,,PLAINFIELD,NJ
1255296,MC,491854,VICTOR M VELEZ,,GALLOWAY,NJ
1856870,MC,672108,VICTOR TANDARI,T&T AUTO SALES,TOMS RIVER,NJ
3135646,MC,95834,VICTOR TOWING LLC,,LODI,NJ
2942502,MC,995394,VICTOR TRANSPORT LLC,,DELRAN,NJ
2140359,MC,773831,VICTOR TRANSPORTATION INC,,08054 MT LAUREL,NJ
1725489,MC,1350400,VICTOR TRUCKING 54 LLC,,WEST PATERSON,NJ
432869,MC,238908,VICTOR VAZQUEZ,,IRVINGTON,NJ
3521760,MC,1169206,VICTOR ZAICHENKO,,JACKSON,NJ
745062,MC,338332,"VICTOR'S TRANSPORT, INC.",,SOUTH KEARNY,NJ
,FF,19631,VICTORIA & PARTNERS INC,,SOUTH RIVER,NJ
2999744,MC,23433,VICTORIA & PARTNERS INC,,SOUTH RIVER,NJ
2930937,MC,989648,VICTORIA DISTRIBUTORS INC,,ROSELLE PARK,NJ
2524560,MC,876735,VICTORIA EXPRESS LLC,,EAST BRUNSWICK,NJ
3840307,MC,1396338,VICTORIA L A TRANSPORT LLC,,HALEDON,NJ
800585,MC,685229,VICTORIA MOTORSPORTS INC,ROYAL MOTOR FREIGHT,FAR HILLS,NJ
3975686,MC,1533507,VICTORIA PARKING LLC,,NEWARK,NJ
24755,MC,126866,"VICTORIA TRANSPORTATION CO., INC.",,NORTH BERGEN,NJ
2486467,MC,865728,VICTORIA TRUCKING CORPORATION,,PATERSON,NJ
2486467,MC,865729,VICTORIA TRUCKING CORPORATION,,PATERSON,NJ
1785836,MC,650759,VICTORIA'S GLOBAL TRANSPORTATION LLC,,LAKE HIAWATHA,NJ
3666337,MC,1269570,VICTORIAN TRANSPORT COMPANY LLC,,TRENTON,NJ
3614073,MC,1232028,VICTORIAS LANE LLC,,EAST ORANGE,NJ
3725332,MC,1312905,VICTORIO TRUCKING CORPORATION,,PERTH AMBOY,NJ
4153508,MC,1594900,VICTORIO'S TRUCKING LLC,,TRENTON,NJ
1071269OOS,MC,446358,VICTORY & ASSOCIATES LLC,,WEST NEW YORK,NJ
1388979,MC,625895,VICTORY AUTO TRANSPORT,,GLASSBORO,NJ
2778267OOS,MC,924673,VICTORY CONSOLIDATED SHIPPING INC,,JERSEY CITY,NJ
1653702,MC,655908,VICTORY ENTERPRISES INTERNATIONALN LLC,,RAHWAY,NJ
,MC,413907,"VICTORY FIELD SERVICES, LLC",VICTORY LOGISTICS,JACKSON,NJ
,MC,413904,"VICTORY FIELD SERVICES, LLC",,JACKSON,NJ
3603365,MC,1224745,VICTORY INTERNATIONAL TRADING LLC,,JERSEY CITY,NJ
3202266,MC,1095566,VICTORY LAP EXPRESS LLC,,ELIZABETH,NJ
3600218OOS,MC,1222600,VICTORY LAP LLC,,LINDEN,NJ
3283266,MC,1038407,VICTORY LAP TRUCKING,,PATERSON,NJ
3510823,MC,1162015,VICTORY LOGISTICS LLC,,JACKSON,NJ
3608110OOS,MC,1227990,VICTORY MOVING LLC,VICTORY MOVING,LODI,NJ
2833653OOS,MC,983726,VICTORY PARK TRUCKING LLC,,BRIDGETON,NJ
909178,MC,393803,"VICTORY RELOCATION SERVICES, INC.",,08831 JAMESBURGH,NJ
2920161,MC,984608,VICTORY SK LLC,,ELMWOOD PARK,NJ
4080008,MC,1551961,VICTORY TOUR INC,,FORT LEE,NJ
2453256,MC,847026,VICTORY TRANSPORT CORP,,WOODBRIDGE,NJ
3640613,MC,1250839,VICTORY TRUCKING CORPORATION,,BELLEVILLE,NJ
24865,MC,42137,"VICTORY WORLDWIDE TRANSPORTATION, INC.",,JAMESBURG,NJ
4147435,MC,1591447,VICTORY4MATIONLLC,,HIGHLAND PARK,NJ
597816,MC,305799,"VICTRA, INC.",,BELFORDS,NJ
2609167OOS,MC,913389,VICUNA & ASSOCIATES CORP,,NEWARK,NJ
3331208,MC,1061596,VIDA BELLA TRUCKING LLC,,WOODLAND PARK,NJ
3065664OOS,MC,63557,VIDAL EXPRESS LLC,,JERSEY CITY,NJ
2386907OOS,MC,825556,VIDAL RAMOS,V & R TRUCKING,ELIZABETH,NJ
1713703,MC,628573,VIDAL TOWING LLC,,HAMBURG,NJ
2935143OOS,MC,991633,VIDAL TRUCKING LLC,,PERTH AMBOY,NJ
3790680,MC,47289,VIDAL'S TRANSPORT INC,,ELIZABETH,NJ
3790680,MC,1360550,VIDAL'S TRANSPORT INC,,RAHWAY,NJ
3585771,MC,1212800,VIDARTE  TRUCKING  LLC,,PATERSON,NJ
1468445,MC,554717,VIDCO TRUCKING INC,,IRVINGTON,NJ
,FF,20982,VIECCO TRUCKING,,MANALAPAN,NJ
3028527,MC,38163,VIECCO TRUCKING LLC,,ENGLISHTOWN,NJ
2799777,MC,935105,VIEGA TRANSPORTATION LLC,,ELIZABETH,NJ
3393817,MC,1091202,VIERA EXPRESS LLC,,CLIFFSIDE PARK,NJ
3244771OOS,MC,1019865,VIERA TRUCKING LLC,,DOVER,NJ
3565186,MC,1198909,VIEW TRANSPORTATION LLC,LLC,HACKENSACK,NJ
4227749,MC,1635164,VIGGYS LLC,MOISHYS TOWING,LAKEWOOD,NJ
3803963,MC,1370235,VIGILANT TRUCKING LLC,,WESTWOOD,NJ
,MC,125635,VIGLIANTE LANSCAPE DESIGN CONTRACTORS,,FREEHOLD,NJ
667546,MC,828746,VIGNOLA TRUCKING & SAFE CO INC,,HAMILTON,NJ
449333,MC,243825,"VIHO TRUCKING CONTRACTORS, INC.",,BAYONNE,NJ
526014,MC,262350,VIIKING TRANSPORTATION,VIIKING LIMOUSINE,CLINTON,NJ
1933246OOS,MC,690452,VIJENDIS TRANSPORT CORPORATION,,ELIZABETH,NJ
2493168,MC,863613,VIK & DAN TRANSPORT LLP,,MILLVILLE,NJ
3413347,MC,1188655,VIKARIOUS LIVING LLC,VIKARIOUS LOGISTICS,NEWARK,NJ
617888,MC,295851,VIKING   EXPRESS LLC,,PATERSON,NJ
767358,MC,344946,VIKING  TRANSPORT  INC.,,WENONAH,NJ
2244144,MC,674499,VIKING BROKERAGE LLC,,MONROE TOWNSHIP,NJ
3487272,MC,1146545,VIKING LOGISTICS LLC,,TETERBORO,NJ
2224857,MC,355528,"VIKING MARINE ENTERPRISES, INC.",VIKING MARINE LOGISTICS,HOWELL,NJ
597186,MC,284689,"VIKING MARINE ENTERPRISES, INC.",,HOWELL,NJ
,MC,131716,VIKING TRANSPORTING LLC,,PALMYRA,NJ
3339469,MC,1065615,VIKTORM LLC,,CLIFTON,NJ
3323857,MC,1058139,VILA TRANSPORT CORP,,PATERSON,NJ
3672960,MC,1274408,VILA TRUCKING INC,,ORANGE,NJ
2822750,MC,941564,VILGEDA LLC,,PARLIN,NJ
2165526,MC,752403,VILINE CORP,,NEW BRUNSWICK,NJ
3119501,MC,87130,VILLA BLANCA EXPRESS LLC,,FAIRFIELD,NJ
3405399OOS,MC,1096878,VILLA REYES TRANSPORTATION LLC,,ELIZABETH,NJ
3463589,MC,1622329,VILLA TRANSPORT CORP,,COLUMBIA,NJ
,MC,1131385,VILLA TRANSPORT CORP,,BRIDGETON,NJ
3238587,MC,1016778,VILLA TRANSPORT LLC,,BAYONNE,NJ
3475309,MC,1138805,VILLA TRUCKING CORP,,KEARNY,NJ
2393747,MC,822899,VILLA TRUCKING LLC,,NORTH PLAINFIELD,NJ
3191998,MC,137381,VILLACIS TRANSPORTATION CORP,,UNION CITY,NJ
2453382OOS,MC,847076,VILLACON TRUCKING LLC,,NORTH BERGEN,NJ
1724693,MC,79190,VILLACRESES TRUCKING CORPORATION,,NORTH PLAINFIELD,NJ
1505133,MC,599218,VILLAFANE TRUCKING INC.,,KENILWORTH,NJ
572744,MC,304187,"VILLAGE EXCAVATING, INC.",,HACKETTSTOWN,NJ
1508156,MC,692538,VILLAGE OFFICE SUPPLY INC,,SOMERSET,NJ
4209732,MC,1625437,VILLAGE TRANSPORT LLC,,ORANGE,NJ
1415562,MC,535794,VILLALONA ENTERPRISES LLC,,PASSAIC,NJ
2892258,MC,971592,VILLALTA LOGISTICS LLC,,LINDEN,NJ
24857,MC,110941,"VILLANI BROS. TRUCKING, INC.",,LINDEN,NJ
24858,MC,8243,"VILLANI BUS COMPANY, INC.",,LINDEN,NJ
3308864,MC,1050725,VILLANI COACH LLC,,LINDEN,NJ
3323219,MC,1057846,VILLANOS TRUCKING LLC,,PERTH AMBOY,NJ
3754070,MC,1333803,VILLANUEVA LOGISTICS CORP,,CARTERET,NJ
2328347,MC,838800,VILLANUEVA TRUCKING LLC,,UNION CITY,NJ
3341326OOS,MC,1066531,VILLAR TRUCKING LLC,,NEW BRUNSWICK,NJ
3218043,MC,1006488,VILLAREYES CARGO LLC,,ELIZABETHPORT,NJ
332445,MC,411064,VILLARI BROTHERS TRUCKING INC.,,08090 WENONAH,NJ
4197125,MC,1618465,VILLE TRUCKING LLC,,LAMBERTVILLE,NJ
3942575,MC,1477910,VILLEDA TRANSPORTATION LLC,,07035 LINCOLN PARK,NJ
3598062,MC,1221126,VILLEGAS BROTHERS CORP,,TRENTON,NJ
3500877,MC,1155461,VILLEGAS TRANSPORTATION LLC,,PATERSON,NJ
2983583,MC,32538,VILLEGAS TRUCKING LLC,,NORTH BERGEN,NJ
2938384,MC,71748,VILLESIDE LLC,,MILLVILLE,NJ
4108997,MC,1569044,VILOG CONSTRUCTION & LANDSCAPING CORP,,ROCKAWAY,NJ
3612293,MC,1269460,VILUVOIN INC,,METUCHEN,NJ
3681579,MC,1280789,VIMOS TRUCK LLC,,CLIFTON,NJ
3086863,MC,69718,VIN WORLDWIDE TRANSPORT LLC,VINWORLD,RUTHERFORD,NJ
3152191,MC,105555,VINAC EXPRESS LLC,,FAIRVIEW,NJ
,MC,761780,VINCE HWANG,VINCE TRUCKING COMPANY,MAYS LANDING,NJ
298156,MC,241272,"VINCE PALADINO FARMS, INC.",,BRIDGETON,NJ
1284429,MC,1087586,VINCENT A ALESTRA,,MULLICA HILL,NJ
17262,MC,36072,VINCENT A. & JOSEPH D. ROMANO,ROMANO'S BUS SERVICE,BOUND BROOK,NJ
1170383,MC,469661,VINCENT A. DIGIOVANNANGELO,ADVANCED VEHICLE DELIVERY,HAMMONTON,NJ
1530477,MC,570470,VINCENT B. BRUNO,JBN TRANSPORT,CLIFTON,NJ
1116059,MC,457492,VINCENT C. CONTINO,,MARLTON,NJ
1393343,MC,530824,VINCENT CUSEGLIO,RJR TRANSPORTATION,BAYONNE,NJ
2580353,MC,903329,VINCENT D HALL,CLASSIC WHITE GLOVE DELIVERY CO,TRENTON,NJ
2213673,MC,196711,"VINCENT ENTERPRISES, INCORPORATED",,CINNAMINSON,NJ
797164,MC,295994,VINCENT EXPRESS CORPORATION,,JERSEY CITY,NJ
5981,MC,92366,VINCENT FRAPPOLLI,RO-LYNN CARRIERS CO.,MAHWAH,NJ
,FF,22415,VINCENT J CONSTRUCTION LLC,,PARAMUS,NJ
,MC,230502,"VINCENT L. GUGLIELMO, JR.",A & T CORPORATE LIMOUSINE,SICKLERVILLE,NJ
1509388,MC,565849,VINCENT LEASING LLC,,WOODSTOWN,NJ
2172752,MC,764457,VINCENT LOGISTICS LL,,ELIZABETH,NJ
252322,MC,178955,VINCENT MAZZEI,,BLAIRSTOWN,NJ
1734561,MC,635384,VINCENT N DAVIS,BV DAVIS DIST,GALLOWAY,NJ
789614,MC,352316,VINCENT O. MAJORS,WILCO TOURS,EDGEWATER PARK,NJ
,MC,260275,VINCENT ROMANO,JENELLE TRUCK LEASING,JERSEY CITY,NJ
