usdot_number,prefix,docket_number,legal_name,dba_name,city,state
4181421,MC,1609979,MAX & MEL TRANSPORTATION PARADISE LLC,MAX & MEL TRANSPORTATION PARADISE LLC,SICKLERVILLE,NJ
,MC,1039244,MAX DIVERSIFIED INC,TOW MAX,JACKSON,NJ
3430473OOS,MC,1111302,MAX EXPRESS LLP,,CARTERET,NJ
4096019,MC,1561489,MAX FREIGHT SOLUTION LLC,,ROSELLE,NJ
3875709,MC,1420336,MAX GLOBAL LOGISTICS CORPORATION,,NEWARK,NJ
3676154,MC,1276733,MAX HAUL TRANSPORT LLC,,NEWARK,NJ
1750031,MC,640763,MAX II PARTY BUS LLC,,WAYNE,NJ
24319,MC,87123,MAX KAFER CORP.,,SECAUCUS,NJ
2967478,MC,8289,MAX PM SERVICES LLC,MAXX PM SERVICES,EDGEWATER,NJ
2860509,MC,958312,MAX SERVICES CORP,,RAHWAY,NJ
2046745,MC,772666,MAX TRANSPORTATION LLC,,FAIRVIEW,NJ
3657226,MC,1263017,MAX'D OUT FREIGHT LLC,,SOMERSET,NJ
2978537,MC,13012,MAXBEL TRANS CORP,,UNION,NJ
3576003,MC,1206229,MAXCAL TRANSPORT LLC,,ENGLEWOOD,NJ
3513125,MC,1163553,MAXDILE MULTI SERVICE INC,,JERSEY CITY,NJ
4134278,MC,1583748,MAXI EXPRESS LLC,,N BRUNSWICK,NJ
3574864,MC,1205460,MAXI HAULER CORP,,WAYNE,NJ
295749,MC,195603,"MAXI TRANSPORT SYSTEMS, INC.",,CLIFTON,NJ
2505696OOS,MC,966076,MAXI TRANSPORTATION LLC,,PERTH AMBOY,NJ
3689467,MC,1286542,MAXI TRUCKING LLC,,JERSEY CITY,NJ
,MC,159608,"MAXI-CUBE TRANSPORT SYSTEMS, INC.",,BELLMAWR,NJ
1320644,MC,505288,MAXICOACH INC,MAXICOACH,MANALAPAN,NJ
4148533,MC,1592065,MAXIMA XPRESS LLC,,PERTH AMBOY,NJ
1296242,MC,492927,MAXIMO A. UBEN,M & M TRANSPORT,RIDGEFIELD PK,NJ
3197092,MC,154144,MAXIMOSS TRANS  INC,,JERSEY CITY,NJ
3125464,MC,90285,MAXIMUM COURIER SERVICES INC,,ENGLEWOOD,NJ
3553269,MC,1190780,MAXIMUM DRAYAGE,,LINDEN,NJ
2226364,MC,383133,"MAXIMUM LOGISTICS, INC.",,PENNSAUKEN,NJ
1053073,MC,442464,MAXIMUM MOVING LLC,,JACKSON,NJ
3839690,MC,1395892,MAXIMUM QUALITY TRANSPORTATION LLC,MQT,EAST BRUNSWICK,NJ
3729744,MC,1316117,MAXIMUM RESULT LOGISTICS LLC,,LINDEN,NJ
3836850,MC,1393860,MAXIMUM TRUCKING LLC,,LINDEN,NJ
2989104,MC,18103,MAXIMUS LOGISTICS LLC,,RIDGEFIELD,NJ
3863629,MC,1412207,MAXIMUS NATIONAL LOGISTICS LLC,,COLUMBUS,NJ
3270032,MC,1032165,MAXIMUS TRANSPORTATION LLC,,NEW BRUNSWICK,NJ
,FF,32024,MAXIMUS TRANSPORTATION LLC,,NEW BRUNSWICK,NJ
2855706,MC,956162,MAXING TRUCKING LLC,,ELIZABETH,NJ
2523352,MC,876249,MAXK LLC,,07470 WAYNE,NJ
3623630,MC,1238702,MAXL TRUCKING LLC,,CLIFFSIDE PK,NJ
3929186,MC,1511402,MAXLENZ LLC,FREIGHT MOVERS,BLACKWOOD,NJ
3896370,FF,54939,MAXLINE DISTRIBUTION INC,MAXLINE DISTRIBUTION INC,BURLINGTON,NJ
3386792,MC,1087854,MAXMAN LOGISTICS INC,,ROSELLE,NJ
1532090,MC,570820,MAXMILLION CONSULTING LLC,MAXIMILLION VIP LIMOS,ORANGE,NJ
,MC,1339748,MAXMOVE TRANSPORTATION LLC,,HARRISON,NJ
2383564OOS,MC,819532,MAXPOL TRANSPORT LLC,MAXPOL,LINDEN,NJ
4176785,MC,1607443,MAXROYAL INC,,BELLEVILLE,NJ
3142564,MC,100271,"MAXSAL GROUP, LLC",,BURLINGTON,NJ
3201082,MC,173330,MAXVER TRANSPORTATION INC,,MARLBORO,NJ
,FF,29129,MAXVER TRANSPORTATION INC,,MARLBORO,NJ
3959971,MC,1476475,MAXWAY TRUCKING CORP,,EDISON,NJ
2572899,MC,899460,MAXWELL TRUCKING COMPANY LLC,,PERTH AMBOY,NJ
612565,MC,294084,MAXX EXPRESS INC.,VALLEY TRANSPORTATION OF NJ,RIVERVALE,NJ
4114309,FF,61142,MAXX FREIGHT LLC,,PATERSON,NJ
1805878,MC,656887,MAXXIMUS LIMOUSINE COMPANY LLC,LIMOUSINE COMPANY,LAWNSIDE,NJ
3537782,MC,1194162,MAXXIMUS LOGISTICS LLC,MAXXIMUS LOGISTICS,HACKENSACK,NJ
2295165OOS,MC,783721,MAXXVILLA LLC,,UNION CITY,NJ
3738157,MC,1322216,MAXY TRANSPORTATION INC,,N BRUNSWICK,NJ
426636,MC,255739,MAY-PAN MOVING & TRUCKING COMPANY,,WEST CALDWELL,NJ
3274491,MC,1034272,MAYA BAY LOGISTICS LLC,,CLIFTON,NJ
2167698,MC,753084,MAYA BEE LLC,,LINDEN,NJ
2170703,MC,834713,MAYA TRUCKING INC,,SAYREVILLE,NJ
1254699OOS,MC,507036,MAYA TRUCKING INC.,JAKE'S TRUCKING,SADDLE BROOK,NJ
574185,MC,279352,MAYABEQUE CORP.,,WEST NEW YORK,NJ
915172,MC,396041,"MAYAR TRANSPORT, INC.",,ELIZABETH,NJ
3547926OOS,MC,1500027,MAYAS TRANSPORT INC,,ELIZABETH,NJ
,MC,1187141,MAYAS TRANSPORT INC,,ELIZABETH,NJ
3898521,MC,1435453,MAYATH TRANSPORTATION LLC,,ELIZABETH,NJ
3538180OOS,MC,1180340,MAYBACH TRUCKING LLC,,PENNSAUKEN,NJ
3827611,MC,1387303,MAYDAY HAULING LLC,,WATERFORD WORKS,NJ
1467917OOS,MC,554561,MAYDAY RELOCATION LLC,,CAMDEN,NJ
2860196,MC,958149,MAYE TRANSPORT LLC,,PATERSON,NJ
2441521,MC,842266,MAYEYU LOGISTIC LLC,,WOODBRIDGE,NJ
531829,MC,265754,"MAYFAIR SERVICES, INC.",,WAYNE,NJ
2212695,MC,174001,MAYFAIR TRUCKING INC.,,MALBORO,NJ
3229047,MC,1022924,MAYFIELD TRANSIT INC,,07036 LINDEN,NJ
3262416,MC,1028641,MAYFLOWER EXPRESS VAN LINES INC,,METUCHEN,NJ
4152346,FF,62141,MAYHEM TRUCKING LLC,,EAST ORANGE,NJ
4152346,MC,1594267,MAYHEM TRUCKING LLC,,EAST ORANGE,NJ
2147341OOS,MC,746881,MAYI TRANSPORT INC,,PERTH AMBOY,NJ
686597,MC,319065,MAYOL TOURS,,NORTH BERGEN,NJ
4079628,MC,1551744,MAYOR LOGISTICS CORP,,ELIZABETH,NJ
2459504,MC,849636,MAYOR TRANSPORTATION LLC,,NEWARK,NJ
3517606,MC,1166424,MAYORCA TRANSPORT CORPORATION,,HARRISON,NJ
1643165,MC,904401,MAYRA Y RINCON,JAMAR TRANSPORT,ELIZABETH,NJ
2277301,MC,777926,MAYRIMAR TRANSPORT CORP,,PENNSAUKEN,NJ
162019,MC,140055,"MAYS LANDING TRANSPORTATION, CO. INC.",,VINELAND,NJ
2321377,MC,810033,MAYTAV BUS COMPANY,,OAKLYN,NJ
4051257,MC,1535207,MAYTAV TOURS LLC,,OAKLYN,NJ
3547855,MC,1187086,MAYTOR TRUCKING INC,,EWING,NJ
4128572,MC,1580465,MAYVE THE WAY LLC,,EWING TOWNSHIP,NJ
4072648,MC,1547565,MAYVEN WASTE DISPOSAL LLC,,LAKEWOOD,NJ
3847524,MC,1401320,MAYWOOD TRANSPORTATION LOGISITICS LLC,,MAYWOOD,NJ
3066131,MC,58182,MAZ LOGISTICS INC,,ELIZABETH,NJ
163366,MC,144654,"MAZ SYSTEMS, INC.",,JERSEY CITY,NJ
1123906,MC,458618,MAZAL TRANSPORTATION INC.,,JERSEY CITY,NJ
1741122OOS,MC,822949,MAZARA TRANSPORT INC,,UNION CITY,NJ
163368,MC,145695,"MAZCO SYSTEMS, INC.",,NORTH BERGEN,NJ
2362780,MC,837044,MAZDA 2000 TRANSPORTATION INC,,WILLING BORO,NJ
4054454,MC,1537086,MAZELIN TRUCKING LLC,,NEWARK,NJ
3461157,MC,1129874,MAZI BROTHERS LLC,,SCOTCH PLAINS,NJ
1490485,MC,560944,MAZINYER TRANSPORT LLC,,UNION,NJ
1455603,MC,551323,MAZK USA LOGISTICS INC,,CARLSTADT,NJ
2633728,MC,919971,MAZURY TRANSPORT LLC,,SADDLE BROOK,NJ
4034697,MC,1525264,MAZYCK TRANSPORTATION LLC,,NEPTUNE,NJ
3982602,MC,1491593,MAZZA MULCH INC,THE MAZZA MULCH COMPANY,TINTON FALLS,NJ
2965768,MC,7368,MAZZA RECYCLING SERVICES LTD,,TINTON FALLS,NJ
3894090,MC,1432576,MAZZCORRLLC,,BELVIDERE,NJ
3889941,MC,1429799,MAZZETTI TRUCKING LLC,,SCOTCH PLAINS,NJ
3788720,MC,1359093,MB CARRIERS LLC,,CARTERET,NJ
3671053,MC,1272979,MB EXPRESS SHIPPING LLC,,JERSEY CITY,NJ
4131684,MC,1582254,MB EXPRESS TRUCKING COMPANY LLC,,TEANECK,NJ
2483520,MC,859631,MB FREIGHT TRANSPORT CORPORATION,,WEST NEW YORK,NJ
3020393,MC,34050,MB FREIGHT TRANSPORT LLC,,LINDEN,NJ
3765110,MC,1341946,MB INDUSTRIES LLC,,UNION CITY,NJ
2599977,MC,912661,MB LOGISTICS,,SOUTH AMBOY,NJ
2990625,MC,18820,MB MOTORCARS LLC,,EWING,NJ
4140313,MC,1587325,MB TRANSPORT CARGO LLC,,NEWARK,NJ
2467992,MC,853184,MB XPRESS CORPORATION,,ELIZABETH,NJ
4212222,MC,1626777,MBA TRUCKING LLC,,NEWARK,NJ
3040715,MC,44446,MBA TRUCKING LLC,,EDISON,NJ
3576586,MC,1206613,MBBX TRANSPORT INC,,LAWRENCE TWP,NJ
3961278,MC,1480674,MBC SERVICES EXPRESS CORP,,HAMILTON,NJ
3263250,MC,1029013,MBC TRUCKING LLC,,WOODSTOWN,NJ
3955233,MC,1473327,MBD LOGISTICS LLC,,CLIFTON,NJ
1732515,MC,634727,MBD MOVING SOUTH LLC,,LAKEWOOD,NJ
2131250,MC,751321,MBD TRUCKING LLC,,PERTH AMBOY,NJ
2936962,MC,992561,MBG GENERAL CONSTRUCTION LLC,,ELIZABETH,NJ
4162458,MC,1599751,MBG LOGISTICS INC,,OLD BRIDGE,NJ
1065145,MC,507744,"MBG SERVICES, INC.",,OLD BRIDGE,NJ
1748209,MC,640245,MBG TRANSPORT CORP,,MAYS LANDING,NJ
4104650,MC,1567533,MBH EXPRESS LLC,,PERTH AMBOY,NJ
240821,MC,167533,MBI TRANSPORT. INC.,,LINDEN,NJ
3948150,MC,1468470,MBI TRUCKING LLC,,CLINTON,NJ
3851429,MC,1403964,MBK TRANSPORT LLC,,NEWARK,NJ
2582236,MC,904282,MBK4L ENTERPRISES LLC,,JACKSON,NJ
2323333,MC,793097,MBL TRANSPORT LLC,,OLD BRIDGE,NJ
1552204,MC,576523,MBL TRANSPORT LLC,,PATERSON,NJ
3167015,MC,115922,MBL TRUCKING LLC,,PERTH AMBOY,NJ
3455593,MC,1126285,MBM LOGISTICS LLC,,ELIZABETH,NJ
3331899,MC,1061929,MBM TRUCKING LLC,,WOOD-RIDGE,NJ
950114,MC,407215,"MBM TRUCKING, INC.",,JERSEY CITY,NJ
3852825,MC,1404909,MBO LOGISTICS INC,,HACKENSACK,NJ
2088032,MC,728694,MBOSS TRANSPORTATION LLC,,WILLINGBORO,NJ
3779107,MC,1352157,MBP LOGISTICS LLC,,NEWARK,NJ
3909111,MC,1442455,MBPC TRUCKING LLC,,MAPLEWOOD,NJ
3766279,MC,1342798,MBS LOGISTIC INC,,ISELIN,NJ
3464769,MC,1132135,MBSA TRANSPORT LLC,,CARTERET,NJ
2212134,MC,163675,"MBTC SERVICES, INC.",,PINEBROOK,NJ
2427024,MC,876402,MBTECHAUTO LLC,MBTECH TRANSPORT,FREEHOLD,NJ
3975664,MC,1486981,MBV TRUCKING LLC,,HALEDON,NJ
1949268,MC,693092,MC & EM TRANSPORTATION LIMITED LIABILITY COMPANY,,PATERSON,NJ
3315765,MC,1054114,MC ALEK LLC,,GARFIELD,NJ
2012600,MC,743033,MC ARTHUR GRANT,GRANT TRUCKING CO,IRVINGTON,NJ
3149151,MC,106160,MC BROTHERS TRUCKING LLC,,RANDOLPH,NJ
2636238,MC,972774,MC CARGO EXPRESS LLC,,ENGLEWOOD,NJ
2112434OOS,MC,736462,MC CARRIERS LLC,,EDISON,NJ
3678513OOS,MC,1278410,MC ELITE SERVICES LLC,,MARLTON,NJ
2285353,MC,785028,MC EXPRESS DELIVERY LLC,,CLIFTON,NJ
3216916,MC,1005913,MC LANE TRUCKING INC,,ELIZABETH,NJ
2209819,MC,766790,MC LINE LLC,MCL,ELIZABETH,NJ
2586602OOS,MC,906588,MC LOGISTICS TRANSPORT LLC,,WARETOWN,NJ
2831198OOS,MC,946009,MC MAINTENANCE LLC,,SUMMIT,NJ
4027161,MC,1520507,MC MARINE TRANSPORT LLC,,TOMS RIVER,NJ
,FF,23825,MC NATIONAL LLC,,OLD BRIDGE,NJ
,MC,1023851,MC NATIONAL LLC,,SAYREVILLE,NJ
1062340,MC,441150,"MC PHOENIX, INC.",,WEST NEW YORK,NJ
2549914,MC,888194,MC PR07 LLC,,07201 ELIZABETH,NJ
3671408,MC,1273259,MC PROFESSIONAL TRANSPORTATION LLC,,ELIZABETH,NJ
4129969,MC,1581281,MC SPRINTER VAN TRANSPORTER LLC,,NEWARK,NJ
3865177,MC,1413281,MC TRANSIT LLC,,BERLIN,NJ
4003264OOS,MC,1505203,MC TRANSPORTATION LLC,,LAKEWOOD,NJ
3688420,MC,1285795,MC TRANSPORTATION SERVICES LLC,,TRENTON,NJ
3665840,MC,1269210,MC4 TRUCKING LLC,,CLAYTON,NJ
3716348,MC,1306315,MCA TRANSIT LLC,,VINELAND,NJ
3527362,MC,1487383,MCA TRANSPORTATION LLC,,RANDOLPH,NJ
,MC,524022,MCARDLE BROS CONTRACTING INC,,SOMERSET,NJ
3466533,MC,1133283,MCASO LOGISTICS LLC,,LODI,NJ
3949678,MC,1471437,MCB & SONS CORPORATION,,AVENEL,NJ
3208883,MC,1217059,MCB EXPRESS LLC,,SADDLE BROOK,NJ
,FF,37021,MCB LOGISTIC LLC,,ELIZABETH,NJ
3392050,MC,1090342,MCB LOGISTIC LLC,,CAMDEN,NJ
1733847,MC,919493,MCB TRANSPORT,,BURLINGTON,NJ
2344313,MC,802058,MCB TRANSPORT LLC,,BRIDGEWATER,NJ
1272348,MC,884799,MCB TRUCKING LLC,,07109 BELLEVILLE,NJ
,MC,170201,"MCB TRUCKING, INC.",,RUTHERFORD,NJ
681749,MC,310795,MCBRIDE TRUCKING INC.,,MANAHAWKIN,NJ
3093782,MC,73402,MCC TRUCKING LLC,,LINDEN,NJ
106431,MC,129228,"MCCABE'S EXPRESS & TRUCKING CO., LTD.",,KEARNY,NJ
3760183OOS,MC,1339399,MCCANTS LOGISTICS LLC,,HAMILTON SQ,NJ
4132027,MC,1582478,MCCARGOS DEAL LLC,,TRENTON,NJ
444579,MC,824267,MCCARTERS TOWING LLC,,ROCKAWAY,NJ
474614,MC,450045,MCCAY TRUCKING LLC,,WRIGHTSTOWN,NJ
2784073,MC,928366,MCCLUSKEY TRANSPORT LLC,,ATLANTIC CITY,NJ
2213118,MC,182358,"MCCOLLISTER'S BROKERAGE SERVICE, INC.",,BURLINGTON,NJ
2922061,MC,985590,MCCOLLISTER'S FITNESS SERVICES INC,,BURLINGTON,NJ
17177,MC,109426,"MCCOLLISTER'S MOVING & STORAGE, INC.",,BURLINGTON,NJ
805405,MC,358185,"MCCOLLISTER'S TRANSPORTATION SYSTEMS, INC.",,BURLINGTON,NJ
693640,MC,305915,MCCORMICK TRANSPORT SERVICE INC.,,CRANFORD,NJ
17178,MC,84444,MCCORMICK'S EXPRESS,,CAMDEN,NJ
3157799OOS,MC,109021,MCCOY LOGISTICS LLC,,MATAWAN,NJ
2813863OOS,MC,961346,MCCOY TRUCKING & FLEET MAINTENANCE LLC,,MATAWAN,NJ
106438,MC,88798,"MCCOY, JAMES",,PATERSON,NJ
2837796,MC,949819,MCCRAY ENTERPRISE LIMITED LIABILITY COMPANY,,CARLSTADT,NJ
,MC,202160,"MCCULLOUGH INTERMODAL SERVICE, INC.",,EDISON,NJ
3764986OOS,MC,1341860,MCD LOGISTICS CORP,,RAMSEY,NJ
1375633,MC,525284,MCD TRUCKING CORP,,PATERSON,NJ
2960653,MC,5855,MCDOLES FABRICATING AND REPAIR LLC,,SUSSEX,NJ
106442,MC,103486,"MCDONALD COMPANY, R. H.",,PATERSON,NJ
,MC,168500,"MCDONALD TRUCKING, INC.",,EDISON,NJ
106444,MC,108057,MCDONNELL BROS. INC.,,LYNDHURST,NJ
1447463,MC,549040,MCEACHIN TRUCKING LLC,,UNION,NJ
3218921,MC,1006934,MCELROY LANDSCAPING INC,,LAMBERTVILLE,NJ
3490821,MC,1148845,MCF TRANSPORTATION LLC,,BURLINGTON,NJ
568507,MC,276855,MCFARLAND ENTERPRISES LLC,,SICKLERVILLE,NJ
3202142,MC,181302,MCFARLANE PAVING INC,,MAHWAH,NJ
2458395,MC,849165,MCG TRUCKING LLC,,TEANECK,NJ
4002876,MC,1504937,MCGARRY SERVICES,,FORDS,NJ
705067,MC,814772,MCGEE'S TOWING L.L.C.,,E RUTHERFORD,NJ
2221594,MC,289877,MCGEEE INC.,,RED BANK,NJ
106449,MC,59626,"MCGILL'S INTERSTATE EXPRESS, INCORPORATED",,PATERSON,NJ
659294,MC,309680,MCGINLEY MOVING & DELIVERY,MCGINLEY TRANSPORTATION SYSTEMS,ELIZABETH,NJ
,FF,53054,MCGINTY PLUMBING LLC,,MEDFORD,NJ
715978,MC,167380,"MCGOUGH BUS COMPANY, INC.",,TURNERSVILLE,NJ
3048394,MC,48515,MCGOUGH LEASING CO LLC,,TURNERSVILLE,NJ
872453,MC,383025,MCGOWAN LOGISTICS MANAGEMENT,MCGOWAN LOGISTICS SYSTEMS,EAST HANOVER,NJ
598083,MC,354610,"MCGOWLIN ENTERPRISES, INC.",F & J AUTO TRANSPORT,BORDENTOWN,NJ
1019917,MC,428015,MCGRAW MOVING LIMITED LIABILITY COMPANY,,UPPER SADDLE RIVER,NJ
4123420,MC,1577500,MCGRIFF TRUCKING INC,,WILLINGBORO,NJ
3298269OOS,MC,1045655,MCGRUDER MOTORS TRANSPORTATION LLC,,PLAINFIELD,NJ
1620901,MC,604617,MCGUINNESS FREIGHT LLC,,HACKENSACK,NJ
,FF,7227,MCGUINNESS FREIGHT LLC,,HACKENSACK,NJ
,MC,604328,MCGUINNESS FREIGHT LLC / BROKERAGE SVC. CORP,,HACKENSACK,NJ
3440123,MC,1117058,MCGUIRE TRANSPORTATION LLC,,SOUTHAMPTON,NJ
2543581,MC,885228,MCH TRUCKING LLC,,LITTLE FERRY,NJ
3365704,MC,1078497,MCI LOGISTICS,,JERSEY CITY,NJ
2055418,MC,719596,MCI LOGISTICS LLC,,NEWARK,NJ
1597823,MC,634082,MCI TRUCKING INC.,,JERSEY CITY,NJ
39619,MC,3961,MCINTYRE TRUCKING CO (N JCORP),,NEWARK,NJ
4218088,MC,1629924,MCJ EXPRESS TRUCKS LLC,,LINDEN,NJ
2425612,MC,835786,MCJ TRUCKING LIMITED LIABILITY COMPANY,,PERTH AMBOY,NJ
3837022,MC,1393987,MCJ TRUCKING LLC,,PATERSON,NJ
1254988OOS,MC,506115,MCJERIC DELIVERY SERVICE LLC,MDS WORLDWIDE LOGISTICS,FAIRLAWN,NJ
2950547,MC,998961,MCJERIC INC,,FAIRFIELD,NJ
2976681OOS,MC,11862,MCJERIC INTERSTATE,,WALDWICK,NJ
3407134,MC,1097693,MCJJ EXPRESS LLC,,HILLSIDE,NJ
2213136,MC,182743,"MCKENNA & KAVANAGH & ASSOCIATES, INC.","KAVANAGH & ASSOCIATES, INC.",ANNANDALE,NJ
152056,MC,293183,"MCKENNA MOTOR EXPRESS, INC.",,PATERSON,NJ
3898981,MC,1435765,MCKENZIE DELIVERY SERVICE,,N PLAINFIELD,NJ
2969608,MC,9341,MCKENZIE TRUCKING LLC,,PATERSON,NJ
2940158,MC,994165,MCKINNEY LOGISTICS LLC,,PASSAIC,NJ
,MC,137687,MCL EXPRESS LLC,,BLOOMFIELD,NJ
3301916OOS,MC,1096596,MCLAGAN SERVICES LLC,,HACKETTSTOWN,NJ
,FF,33373,MCLAGAN SERVICES LLC,,HACKETTSTOWN,NJ
,MC,1040895,MCLAREN OF NORTH JERSEY INC,,RAMSEY,NJ
946566,MC,436421,MCLAUGHLIN & CHARLES TRUCKING SERVICES LLC,,RAHWAY,NJ
2598637OOS,MC,912490,MCLAUGHLIN TOWING & TRANSPORT LLC,,LINDEN,NJ
3827914,MC,1387526,MCLAUGHLIN TRANSPORT INC,,EAST ORANGE,NJ
1456567,MC,648897,MCLAUGHLIN'S AUTO SERVICE CENTER CORP,MCLAUGHLIN'S 24 HR TOWING,MORGANVILLE,NJ
1544429OOS,MC,574470,MCLAWRENCE JAMES,MCLAW TRUCKING,WILLIAMSTOWN,NJ
4021720,MC,1517101,MCLEAN TRANSPORTATION LLC,,JERSEY CITY,NJ
2288328,MC,781515,MCLURD EXPRESS INC,,IRVINGTON,NJ
2024354,MC,711819,MCM LIMOUSINE SERVICE LLC,,MIDDLETOWN,NJ
4177420,MC,1607799,MCM LOGISTICS LLC,,LODI,NJ
4077213,MC,1550256,MCM NATIONAL CORP,,HIGHLAND PARK,NJ
3261834,MC,1028380,MCM TRANSPORTATION LLC,,ELIZABETH,NJ
2638658,MC,919269,MCM TRANSPORTATION LLC,,TRENTON,NJ
2131663,MC,742450,MCM TRUCKING LLC,,MT EPHRAIM,NJ
2886786,MC,969154,MCM WORLDWIDE TRANSPORT LLC,,CINNAMINSON,NJ
,MC,455012,MCMAHON MERIDIAN CORP,MERIDIAN LIMOUSINE,LK HOPATCONG,NJ
3853353,FF,53824,MCMANUS LANDSCAPE DESIGN,ROSEBUDS LANDSCAPE CONST,VINELAND,NJ
601276,MC,328386,MCMILLAN TRANSPORT INC.,,ROCKAWAY,NJ
337058,MC,214802,"MCMORROW TRANSPORTATION, INC.",,JACKSON,NJ
4176123,MC,1607111,MCNA LOGISTIC CORP,,BURLINGTON,NJ
3628776,MC,1242402,MCNAIR TEAM TRUCKING LLC,,CLEMENTON,NJ
2932421,MC,990338,MCNAIR TRUCKING LLC,,MINOTOLA,NJ
2890971,MC,970965,MCNEIL EXPRESS LLC,,CAMDEN,NJ
,MC,155489,MCNULTY TANK LINES,,BRIDGEPORT,NJ
17060,MC,212818,"MCNULTY TRANSPORT SERVICE, INC.",,RIVERSIDE,NJ
4018261OOS,MC,1514903,MCO TRANSPORT INC,,MARLTON,NJ
,MC,903247,MCQUEEN TRANSPORT,,LITTLE FERRY,NJ
3743974OOS,MC,1326429,MCR AUTOTRANSPORTS LLC,,BARNEGAT,NJ
,FF,51486,MCR AUTOTRANSPORTS LLC,SAME,BARNEGAT,NJ
3690095OOS,MC,1287012,MCR LIMOUSINE INC,ROSS LIMO NJ,NEPTUNE,NJ
2023635,MC,785892,MCRAE TRANSPORT LIMITED LIABILITY COMPANY,,08081 SICKLERVILLE,NJ
2581679,MC,904033,MCRC TRANSPORTATION LLC,,TRENTON,NJ
3499569,MC,1154590,MCRUZ TRUCKING LLC,,LITTLE FERRY,NJ
3254533,,,,,,
505771,MC,259358,"MCTAVISH MOVERS, INC.",,TEANECK,NJ
3859294,MC,1409289,MCW EXPRESS LLC,,GARFIELD,NJ
3217716,MC,1006314,MCWRIGHT TRANS CORP,,PARLIN,NJ
3884457OOS,MC,1426172,MCX TRANSPORTATION LLC,,N BRUNSWICK,NJ
3051755,MC,1090091,MD A SATTAR,,GALLOWAY,NJ
3850171,MC,1403114,MD ANDERSON LOGISTICS LLC,,NEWARK,NJ
3167063,MC,115320,MD CARGO LLC,,NEWARK,NJ
2257053OOS,MC,770217,MD DISTRIBUTION LLC,,LINWOOD,NJ
4197699,MC,1618776,MD INTERSTATE MOVING LLC,,NORTH PLAINFIELD,NJ
1797614,MC,805369,MD LIMOUSINE SERVICE LLC,,KEARNY,NJ
4198463,MC,1629083,MD LOGISTICS SERVICES LLC,,EAST ORANGE,NJ
,FF,63129,MD MOVERS SOLUTIONS LLC,GABRIELA TAPIA CASTILLO,NORTH PLAINFIELD,NJ
3920916,MC,1450240,MD MOVERS SOLUTIONS LLC,,NORTH PLAINFIELD,NJ
,MC,1614932,MD MOVERS SOLUTIONS LLC,GABRIELA TAPIA CASTILLO,NORTH PLAINFIELD,NJ
2864511OOS,MC,959878,MD RELOCATION SERVICES LLC,,JERSEY CITY,NJ
2928160,MC,988425,MD SERVICES LLC,,SOMERVILLE,NJ
4063125,MC,1542085,MD STRADA APERTA LOGISTICS LLC,,ELIZABETH,NJ
2591179,MC,908930,MD TOP NOTCH TRUCKING INC,,MARLTON,NJ
3084691,MC,71766,MD WALL SUPPLY LLC,,RAHWAY,NJ
3614290,MC,1232175,MDA & SONS LLC,,SADDLE BROOK,NJ
3824553,MC,1385105,MDA BROTHERS LOGISTICS LLC,,PASSAIC,NJ
3227610,MC,1011306,MDA BUILDING CONSTRUCTION INC,,CARTERET,NJ
3026110,MC,37014,MDA CARRIER LLC,,ELIZABETH,NJ
1883465OOS,MC,679377,MDA CONTAINER TRANSPORTATION INC,,ELIZABETH,NJ
3341048,MC,1066389,MDA CONTRACTOR GROUPS INC,,CARTERET,NJ
4065012,MC,1543161,MDA TOWING & RECOVERY LLC,,CARTERET,NJ
4042963,MC,1530294,MDA TRANSPORTATION LLC,,JERSEY CITY,NJ
565289,MC,275367,"MDB TRANSPORT, INC.",,RAHWAY,NJ
618544,MC,116816,"MDC LOGISTICS, INC.",,ELMWOOD PARK,NJ
,MC,1407326,MDC TRANSPORTATION INC,,SICKLERVILLE,NJ
,FF,31907,MDC TRUCKING LLC,TRUCKING,CLINTON,NJ
,MC,1030612,MDC TRUCKING LLC,TRUCKING,CLINTON,NJ
3115659,MC,85119,MDCK TRUCKING LLC,,NEWARK,NJ
3572705,MC,1204019,MDD TRANSPORT LLC,MICHAEL R STITELER,MALAGA,NJ
2310771OOS,MC,855675,MDD TRUCKING INC,,NEWARK,NJ
3777533,MC,1351036,MDF LOGISTICS LLC,,NORTH BERGEN,NJ
2275382,MC,836491,MDF TRANSPORT INC,,ELIZABETH,NJ
3509942,MC,1161439,MDG TRANSPORT LLC,,ELIZABETH,NJ
3859005,MC,1409094,MDK TRANSPORT SERVICES LLC,,LK HOPATCONG,NJ
3611769OOS,MC,1240965,MDK TRANSPORT SERVICES LLC,,LK HOPATOONG,NJ
,FF,48064,MDK TRANSPORT SERVICES LLC,,LK HOPATCONG,NJ
3428516,MC,1110179,MDL DEDICATED FREIGHT LLC,,SOMERSET,NJ
2636841,MC,918413,MDLC SERVICES LLC,,GREAT MEADOWS,NJ
1437485,MC,653535,MDLC TRANZ LLC,,GREAT MEADOWS,NJ
1466103,MC,562671,MDM CONTRACTING LLC,,VINELAND,NJ
4106013,FF,60914,MDM REALTY GROUP,MDM LOGISTICS,NEW BRUNSWICK,NJ
,MC,14765,MDM SERVICES INC,,BRICK,NJ
1560238,MC,578795,MDM TOWING & TRANSPORT INC,,MONTVILLE,NJ
2567710OOS,MC,896932,MDM TRANSPORT LLC,,PINE HILL,NJ
